,,,,,,,,,,,,
회사명,종목코드,사업연도,결산월,업종,업종별,주식배당,현금배당,,,,,
,,,,,배당율,(배당기준일),액면가,기말주식수,주당배당금,배당성향,총배당금액,시가배당률
퓨런티어,370090,2021,12,-,-,-,-,-,-,-,-,-
퓨쳐메디신,341170,2021,12,-,-,-,-,-,-,-,-,-
퓨쳐켐,220100,2021,12,제약,0.3,-,500,"13,645,971",-,-,-,-
프럼파스트,035200,2021,12,화학,0.41,-,500,"9,730,590",50,19.842,"423,225,400",0.780
프레스티지바이오로직스,334970,2021,12,제약,0.3,-,500,"47,206,389",-,-,-,-
프레스티지바이오파마,950210,2021,06,-,-,-,0,"60,096,155",-,-,-,-
프로스테믹스,203690,2021,12,제약,0.3,-,100,"45,756,948",-,-,-,-
프로이천,321260,2021,12,일반전기전자,0.23,-,100,"26,932,084",20,-150.459,"538,641,680",0.600
프로테옴텍,303360,2021,12,-,-,-,500,"11,226,715",-,-,-,-
프로텍,053610,2021,12,반도체,0.42,-,500,"11,000,000",400,8.300,"3,907,200,000",1.500
프롬바이오,377220,2021,12,음식료·담배,0.86,-,100,"14,155,000",-,-,-,-
프리시젼바이오,335810,2021,12,의료·정밀기기,0.32,-,500,"11,366,060",-,-,-,-
프리엠스,053160,2021,12,일반전기전자,0.23,-,500,"6,000,000",50,22.188,"269,801,700",0.300
플래스크,041590,2021,12,건설,1.48,-,500,"90,949,923",-,-,-,-
플래티어,367000,2021,12,소프트웨어,0.32,-,500,"8,269,707",-,-,-,-
플랜티넷,075130,2021,12,컴퓨터서비스,0.55,-,500,"8,960,000",200,17.306,"1,532,464,000",2.300
플럼라인생명과학,222670,2021,12,-,-,-,500,"2,872,050",-,-,-,-
플레이그램,009810,2021,12,유통업,1.59,-,100,"89,717,066",-,-,-,-
플레이디,237820,2021,12,기타서비스,0.5,-,500,"12,827,140",-,-,-,-
플레이위드,023770,2021,12,디지털컨텐츠,0.1,-,500,"8,703,529",-,-,-,-
플리토,300080,2021,12,디지털컨텐츠,0.1,-,500,"5,209,811",-,-,-,-
피노텍,150440,2021,12,-,-,-,500,"9,565,412",-,-,-,-
피델릭스,032580,2021,12,반도체,0.42,-,500,"33,132,064",-,-,-,-
피씨디렉트,051380,2021,12,유통,0.36,-,500,"7,668,536",600,35.395 *,"4,602,021,600",2.200
피씨엘,241820,2021,12,제약,0.3,-,500,"10,269,397",-,-,-,-
피앤씨테크,237750,2021,12,일반전기전자,0.23,-,500,"6,496,600",-,-,-,-
피에스엠씨,024850,2021,03,반도체,0.45,-,500,"40,016,523",-,-,-,-
피에스케이,319660,2021,12,반도체,0.42,-,500,"14,765,020",600,11.431,"8,770,449,600",1.180
피에스케이홀딩스,031980,2021,12,반도체,0.42,-,500,"21,562,395",400,17.776,"8,286,559,600",2.540
피에스텍,002230,2021,12,의료·정밀기기,0.32,-,500,"19,669,243",150,41.177,"2,623,408,500",3.000
피에이치씨,057880,2021,12,유통,0.36,-,500,"118,807,375",-,-,-,-
피에이치에이,043370,2021,12,운송장비·부품,0.36,-,500,"21,000,000",180,9.837,"3,696,581,160",1.800
피엔아이컴퍼니,242350,2021,12,-,-,-,500,"4,761,520",-,-,-,-
피엔에이치테크,239890,2021,12,화학,0.41,-,500,"4,566,966",-,-,-,-
피엔케이피부임상연구센타,347740,2021,12,기타서비스,0.5,-,500,"7,502,644",150,12.244 *,"892,933,000",0.860
피엔티,137400,2021,12,기계·장비,0.53,-,500,"22,741,198",150,6.331,"3,336,817,200",0.400
피제이메탈,128660,2021,12,금속,0.87,-,500,"24,803,369",150,20.275 *,"3,720,505,350",2.800
피제이전자,006140,2021,12,의료·정밀기기,0.32,-,500,"15,000,000",130,23.506 *,"1,932,450,000",1.700
피코그램,376180,2021,12,기타제조,0.64,-,100,"3,061,578",-,-,-,-
피플바이오,304840,2021,12,제약,0.3,-,500,"11,244,940",-,-,-,-
피피아이,062970,2021,12,일반전기전자,0.23,-,500,"9,308,185",-,-,-,-
픽셀플러스,087600,2021,12,반도체,0.42,-,500,"8,166,558",-,-,-,-
필옵틱스,161580,2021,12,IT부품,0.36,-,500,"20,953,016",-,-,-,-
핌스,347770,2021,12,IT부품,0.36,-,500,"7,575,065",-,-,-,-
핑거,163730,2021,12,소프트웨어,0.32,-,500,"9,239,014",100,105.831,"923,901,400",0.390
하나금융14호스팩,332710,2021,12,금융,1.34,-,100,"4,410,000",-,-,-,-
하나금융15호스팩,341160,2021,12,금융,1.34,-,100,"4,710,000",-,-,-,-
하나금융16호스팩,343510,2021,12,금융,1.34,-,100,"4,010,000",-,-,-,-
하나금융19호스팩,388220,2021,12,금융,1.34,-,100,"6,310,000",-,-,-,-
하나금융20호스팩,400560,2021,12,금융,1.34,-,100,"3,050,000",-,-,-,-
하나금융21호스팩,406760,2021,12,-,-,-,-,-,-,-,-,-
하나금융22호스팩,418170,2021,12,-,-,-,-,-,-,-,-,-
하나금융지주,086790,2021,12,금융업,2.61,-,"5,000","300,242,062","3,100",25.236,"903,846,775,600",7.000
하나기술,299030,2021,12,기계·장비,0.53,-,500,"7,473,170",-,-,-,-
하나마이크론,067310,2021,12,반도체,0.42,-,500,"39,934,879",-,-,-,-
하나머스트7호스팩,372290,2021,12,금융,1.34,-,100,"4,304,000",-,-,-,-
하나머티리얼즈,166090,2021,12,반도체,0.42,-,500,"19,737,674",600,17.561 *,"11,708,004,000",1.000
하나제약,293480,2021,12,의약품,0.12,-,500,"17,772,946",510,31.494 *,"8,822,737,860",2.500
하나투어,039130,2021,12,서비스업,0.43,-,500,"13,939,185",-,-,-,-
하림,136480,2021,12,음식료·담배,0.86,-,500,"106,209,702",30,23.609,"3,185,615,460",1.100
하림지주,003380,2021,12,금융,1.34,-,100,"92,341,820",100,1.284,"7,550,970,300",1.070
하이딥,365590,2021,12,금융,1.34,-,100,"4,600,000",-,-,-,-
하이로닉,149980,2021,12,의료·정밀기기,0.32,-,100,"14,099,995",-,-,-,-
하이록코리아,013030,2021,12,금속,0.87,-,500,"13,613,232",500,32.936,"6,428,025,000",2.900
하이브,352820,2021,12,서비스업,0.43,-,500,"41,353,387",-,-,-,-
하이비젼시스템,126700,2021,12,의료·정밀기기,0.32,-,500,"14,942,112",150,4.578,"2,075,517,150",0.640
하이소닉,106080,2021,12,IT부품,0.36,-,"1,000","24,668,500",-,-,-,-
하이스틸,071090,2021,12,철강금속,2.09,-,500,"19,999,440",40,6.946,"799,660,800",1.500
하이제6호스팩,377400,2021,12,금융,1.34,-,100,"5,407,500",-,-,-,-
하이제7호스팩,400840,2021,12,금융,1.34,-,100,"5,120,000",-,-,-,-
하이즈항공,221840,2021,12,운송장비·부품,0.36,-,500,"17,696,167",-,-,-,-
하이텍팜,106190,2021,12,유통,0.36,-,500,"7,088,782",50,-28.934 *,"354,439,100",0.400
하이트론씨스템즈,019490,2021,12,전기전자,2.7,-,"2,500","9,611,224",-,-,-,-
하이트진로,000080,2021,12,음식료품,1.34,-,"5,000","70,133,611",800,77.862,"55,882,769,250",2.600
하이트진로홀딩스,000140,2021,12,금융업,2.61,-,"5,000","23,206,765",450,14.623,"9,849,615,650",3.700
하인크코리아,373200,2021,12,금융,1.34,-,100,"3,520,000",-,-,-,-
하츠,066130,2021,12,일반전기전자,0.23,-,500,"12,800,000",100,15.009 *,"1,213,208,000",1.100
한국가구,004590,2021,12,유통,0.36,-,100,"15,000,000",175,11.997,"2,625,000,000",2.700
한국가스공사,036460,2021,12,전기가스업,4.22,-,"5,000","92,313,000","2,728",24.275,"234,135,919,600",7.000
한국경제TV,039340,2021,12,방송서비스,0.89,-,500,"23,000,000",200,16.918,"4,291,115,400",2.700
한국공항,005430,2021,12,운수창고업,0.4,-,"5,000","3,166,355",-,-,-,-
한국금융지주,071050,2021,12,금융업,2.61,-,"5,000","55,725,992","6,150",20.373,"359,488,076,509",7.280
한국기업평가,034950,2021,12,기타서비스,0.5,-,"5,000","4,540,514","3,397",56.649,"15,153,578,787",4.300
한국내화,010040,2021,12,비금속광물,1.8,-,500,"41,067,062",35,21.821,"1,240,298,570",1.010
한국단자공업,025540,2021,12,전기전자,2.7,-,500,"10,415,000",700,11.483,"7,220,500,000",0.960
한국맥널티,222980,2021,12,음식료·담배,0.86,-,500,"10,534,795",30,16.526,"314,315,490",0.500
한국미라클피플사,331660,2021,12,-,-,-,500,"1,100,000",-,-,-,-
한국비엔씨,256840,2021,12,제약,0.3,-,100,"51,531,636",-,-,-,-
한국석유공업,004090,2021,12,비금속광물,1.8,-,500,"12,694,120",110,12.009,"1,351,266,400",1.000
한국선재,025550,2021,12,금속,0.87,-,500,"23,909,198",-,-,-,-
한국수출포장공업,002200,2021,12,종이목재,1.49,-,"5,000","4,000,000",700,16.894,"2,679,180,000",2.700
한국쉘석유,002960,2021,12,화학,1.1,-,"5,000","1,300,000","19,000",85.038 *,"24,700,000,000",6.900
한국알콜,017890,2021,12,화학,0.41,-,500,"21,605,760",100,4.242,"2,058,059,300",0.860
한국앤컴퍼니,000240,2021,12,금융업,2.61,-,500,"94,935,240",600,28.479,"56,960,430,000",3.800
한국유니온제약,080720,2021,12,제약,0.3,-,500,"7,903,728",-,-,-,-
한국자산신탁,123890,2021,12,금융업,2.61,-,500,"123,977,752",220,25.052,"26,920,752,100",5.200
한국전력공사,015760,2021,12,전기가스업,4.22,-,"5,000","641,964,077",-,-,-,-
한국전자금융,063570,2021,12,기타서비스,0.5,-,500,"34,147,728",110,36.902,"3,336,340,480",2.000
한국전자인증,041460,2021,12,소프트웨어,0.32,-,500,"19,000,000",70,32.026,"1,324,916,250",0.600
한국전자홀딩스,006200,2021,12,금융업,2.61,-,500,"46,803,136",-,-,-,-
한국정밀기계,101680,2021,12,기계·장비,0.53,-,500,"8,404,000",-,-,-,-
한국정보공학,039740,2021,12,유통,0.36,-,500,"8,018,397",-,-,-,-
한국정보인증,053300,2021,12,소프트웨어,0.32,-,500,"41,776,331",120,38.635,"4,849,036,320",1.800
한국정보통신,025770,2021,12,통신서비스,0.68,-,500,"37,444,271",-,-,-,-
한국제10호스팩,409570,2021,12,-,-,-,-,-,-,-,-,-
한국조선해양,009540,2021,12,운수장비,1.02,-,"5,000","70,773,116",-,-,-,-
한국종합기술,023350,2021,12,서비스업,0.43,-,500,"10,950,000",100,9.426 *,"1,040,391,500",1.500
한국주강,025890,2021,12,기계,0.76,-,500,"11,309,259",-,-,-,-
한국주철관공업,000970,2021,12,철강금속,2.09,-,500,"22,800,500",400,13.057,"8,604,552,000",4.400
한국철강,104700,2021,12,철강금속,2.09,-,"1,000","46,050,000",250,9.980 *,"9,706,130,500",3.200
한국카본,017960,2021,12,기계,0.76,-,500,"43,960,757",150,44.974,"6,453,324,750",1.410
한국캐피탈,023760,2021,12,금융,1.34,-,500,"315,609,576",35,20.578 *,"10,934,580,125",4.100
한국컴퓨터,054040,2021,12,IT부품,0.36,-,500,"16,071,290",180,18.131,"2,753,214,120",3.600
한국코퍼레이션,050540,2021,12,기타서비스,0.5,-,500,"5,118,559",-,-,-,-
한국콜마,161890,2021,12,화학,1.1,-,500,"22,881,180",415,21.812,"9,495,689,700",1.010
한국콜마홀딩스,024720,2021,12,금융업,2.61,-,500,"18,576,719",245,8.187,"4,800,846,050",1.300
한국큐빅,021650,2021,12,화학,0.41,-,500,"16,350,563",70,15.104,"1,137,506,230",1.700
한국타이어앤테크놀로지,161390,2021,12,화학,1.1,-,500,"123,875,069",700,14.130,"85,392,127,100",1.700
한국테크놀로지,053590,2021,12,운송장비·부품,0.36,-,500,"123,957,822",-,-,-,-
한국토지신탁,034830,2021,12,금융업,2.61,-,"1,000","252,489,230",100,16.289,"22,804,243,700",3.800
한국특강,007280,2021,12,철강금속,2.09,-,500,"53,242,476",-,-,-,-
한국파마,032300,2021,12,제약,0.3,-,500,"10,906,701",50,8.564 *,"545,335,050",0.100
한국팩키지,037230,2021,12,종이·목재,0.2,-,500,"25,000,000",35,-206.947 *,"1,043,011,445",0.700
한국프랜지공업,010100,2021,12,운수장비,1.02,-,"1,000","30,450,420",90,8.036,"1,586,977,200",3.400
한국항공우주,047810,2021,12,운수장비,1.02,-,"5,000","97,475,107",200,36.595,"19,495,021,400",0.600
한국화장품,123690,2021,12,유통업,1.59,-,500,"16,068,000",-,-,-,-
한국화장품제조,003350,2021,12,화학,1.1,-,500,"4,532,000",-,-,-,-
한글과컴퓨터,030520,2021,12,소프트웨어,0.32,-,500,"25,203,830",-,-,-,-
한네트,052600,2021,12,통신서비스,0.68,-,500,"11,563,700",100,81.092 *,"1,156,370,000",1.500
한농화성,011500,2021,12,화학,1.1,-,500,"15,637,042",230,17.860 *,"3,517,624,600",1.450
한독,002390,2021,12,의약품,0.12,-,500,"13,763,533",350,146.465,"4,817,236,550",1.500
한독크린텍,256150,2021,12,기계·장비,0.53,-,500,"8,393,000",200,35.665 *,"1,653,770,800",1.900
한라,014790,2021,12,건설업,1.63,-,"5,000","37,858,601",100,9.029,"9,022,723,603",1.900
한라IMS,092460,2021,12,운송장비·부품,0.36,-,500,"17,617,467",100,44.022,"1,761,746,700",1.990
한라홀딩스,060980,2021,12,금융업,2.61,-,"5,000","10,472,070","2,000",18.669,"19,822,700,000",4.200
한미글로벌,053690,2021,12,서비스업,0.43,-,500,"10,957,550",450,26.620,"4,262,197,500",3.780
한미반도체,042700,2021,12,기계,0.76,-,200,"49,459,877",600,28.415,"29,675,926,200",1.700
한미사이언스,008930,2021,12,금융업,2.61,-,500,"67,304,611",200,30.719,"13,190,733,000",0.400
한미약품,128940,2021,12,의약품,0.12,-,"2,500","12,078,282",500,7.354,"5,992,225,000",0.200
한빛소프트,047080,2021,12,디지털컨텐츠,0.1,-,500,"24,779,836",-,-,-,-
한샘,009240,2021,12,유통업,1.59,-,"1,000","23,533,928","1,550",34.078,"19,498,967,450",1.600
한섬,020000,2021,12,섬유의복,0.53,-,500,"24,630,000",600,11.820,"13,181,756,400",1.700
한성기업,003680,2021,12,음식료품,1.34,-,"5,000","6,209,515",-,-,-,-
한세실업,105630,2021,12,섬유의복,0.53,-,500,"40,000,000",500,29.135,"19,619,735,000",2.300
한세엠케이,069640,2021,12,유통업,1.59,-,500,"12,909,322",-,-,-,-
한세예스24홀딩스,016450,2021,12,섬유의복,0.53,-,500,"40,000,000",250,12.937,"9,815,446,750",3.400
한솔로지스틱스,009180,2021,12,운수창고업,0.4,-,500,"27,477,425",60,7.016,"1,648,244,040",1.500
한솔인티큐브,070590,2021,12,컴퓨터서비스,0.55,-,500,"13,879,521",-,-,-,-
한솔제지,213500,2021,12,종이목재,1.49,-,"5,000","23,800,576",600,104.329,"14,266,971,000",4.370
한솔케미칼,014680,2021,12,화학,1.1,-,"5,000","11,335,195","2,100",14.728,"23,369,461,500",0.700
한솔테크닉스,004710,2021,12,전기전자,2.7,-,"5,000","32,109,878",-,-,-,-
한솔피엔에스,010420,2021,12,유통업,1.59,-,500,"20,493,012",25,14.219,"512,325,300",1.300
한솔홀딩스,004150,2021,12,금융업,2.61,-,"1,000","42,008,577",120,21.352,"5,041,029,120",3.400
한솔홈데코,025750,2021,12,종이목재,1.49,-,"1,000","80,565,149",20,29.511,"1,611,302,980",1.200
한송네오텍,226440,2021,12,기계·장비,0.53,-,100,"57,688,616",-,-,-,-
한스바이오메드,042520,2021,09,제약,0.27,-,500,"10,102,981",-,-,-,-
한신공영,004960,2021,12,건설업,1.63,-,"5,000","11,570,702",350,9.072,"4,051,031,300",2.180
한신기계공업,011700,2021,12,기계,0.76,-,500,"32,446,151",45,33.897,"1,385,367,795",1.240
한양디지텍,078350,2021,12,반도체,0.42,-,500,"15,244,382",-,-,-,-
한양이엔지,045100,2021,12,기타서비스,0.5,-,500,"18,000,000",550,20.872,"9,568,585,400",3.300
한양증권,001750,2021,12,증권,3.64,-,"5,000","12,728,534",900,14.985 *,"11,904,907,100",5.500
한온시스템,018880,2021,12,기계,0.76,-,100,"533,800,000",360,61.830,"192,120,634,800",2.600
한올바이오파마,009420,2021,12,의약품,0.12,-,500,"52,240,638",-,-,-,-
한익스프레스,014130,2021,12,운수창고업,0.4,-,500,"12,000,000",-,-,-,-
한일네트웍스,046110,2021,12,컴퓨터서비스,0.55,-,500,"11,954,227",-,-,-,-
한일단조,024740,2021,12,운송장비·부품,0.36,-,500,"29,891,328",-,-,-,-
한일사료,005860,2021,12,음식료·담배,0.86,-,500,"39,403,685",-,-,-,-
한일시멘트,300720,2021,12,비금속광물,1.8,-,500,"69,261,540",540,41.864,"36,009,057,600",2.500
한일진공,123840,2021,12,기계·장비,0.53,-,100,"78,305,977",-,-,-,-
한일철강,002220,2021,12,철강금속,2.09,-,500,"26,697,460",50,4.772,"1,217,687,000",1.900
한일현대시멘트,006390,2021,12,비금속광물,1.8,-,"5,000","17,774,535","1,200",52.815 *,"21,329,442,000",3.500
한일홀딩스,003300,2021,12,비금속광물,1.8,0.07 / (2021-12-31),"1,000","28,815,780",550,17.305,"15,848,679,000",3.800
한일화학,007770,2021,12,화학,0.41,-,500,"3,510,000",120,1.856,"421,200,000",0.800
한전KPS,051600,2021,12,건설업,1.63,-,200,"45,000,000","1,199",54.677,"53,955,000,000",3.100
한전기술,052690,2021,12,서비스업,0.43,-,200,"38,220,000",238,55.035,"9,054,354,190",0.280
한전산업,130660,2021,12,서비스업,0.43,-,500,"32,600,000",198,75.415,"6,454,800,000",1.640
한중엔시에스,107640,2021,12,-,-,-,500,"3,996,428",-,-,-,-
한진,002320,2021,12,운수창고업,0.4,-,"5,000","14,947,628",600,5.365,"8,681,536,200",2.000
한진중공업홀딩스,003480,2021,12,전기가스업,4.22,-,"5,000","29,529,812",100,-34.740,"2,608,950,400",2.570
한진칼,180640,2021,12,운수창고업,0.4,-,"2,500","66,738,873",-,-,-,-
한창,005110,2021,12,유통업,1.59,-,500,"66,790,269",-,-,-,-
한창바이오텍,043090,2021,12,유통,0.36,-,500,"37,225,728",-,-,-,-
한창산업,079170,2021,12,금속,0.87,-,500,"5,200,000",190,24.730 *,"982,270,930",2.290
한창제지,009460,2021,12,종이목재,1.49,-,500,"59,667,486",20,7.944 *,"1,193,349,720",1.000
한컴MDS,086960,2021,12,소프트웨어,0.32,-,500,"8,848,608",-,-,-,-
한컴라이프케어,372910,2021,12,의료정밀,0.79,-,200,"27,674,406",-,-,-,-
한컴위드,054920,2021,12,소프트웨어,0.32,-,500,"28,217,081",-,-,-,-
한탑,002680,2021,12,음식료·담배,0.86,-,500,"28,269,988",-,-,-,-
한화,000880,2021,12,화학,1.1,-,"5,000","74,958,735",750,3.232,"69,876,927,950",2.350
한화생명,088350,2021,12,보험,3.28,-,"5,000","868,530,000",-,-,-,-
한화손해보험,000370,2021,12,보험,3.28,-,"5,000","116,738,915",-,-,-,-
한화솔루션,009830,2021,12,화학,1.1,-,"5,000","191,278,497",-,-,-,-
한화시스템,272210,2021,12,전기전자,2.7,-,"5,000","188,919,389",160,30.568,"29,918,921,760",1.000
한화에어로스페이스,012450,2021,12,운수장비,1.02,-,"5,000","50,630,000",700,11.731,"35,398,588,400",1.500
한화투자증권,003530,2021,12,증권,3.64,-,"5,000","214,547,775",200,30.407,"43,824,077,600",3.200
한화플러스제2호스팩,386580,2021,12,금융,1.34,-,100,"4,160,000",-,-,-,-
해성디에스,195870,2021,12,전기전자,2.7,-,"5,000","17,000,000",600,14.356,"10,200,000,000",1.200
해성산업,034810,2021,12,금융,1.34,-,500,"26,356,298",-,-,-,-
해성옵틱스,076610,2021,12,IT부품,0.36,-,500,"81,619,749",-,-,-,-
해성티피씨,059270,2021,12,금속,0.87,-,500,"9,460,000",-,-,-,-
해태제과식품,101530,2021,12,음식료품,1.34,-,500,"29,116,822",200,"-1,727.535","5,303,532,400",2.500
핸디소프트,220180,2021,12,소프트웨어,0.32,-,500,"19,408,000",-,-,-,-
핸즈코퍼레이션,143210,2021,12,운수장비,1.02,-,500,"21,863,268",-,-0.376,"240,294,763",-
헝셩그룹,900270,2021,12,-,-,-,0,"80,000,000",-,-,-,-
헥토이노베이션,214180,2021,12,소프트웨어,0.32,-,500,"13,257,185",-,-,-,-
헥토파이낸셜,234340,2021,12,소프트웨어,0.32,-,500,"9,453,000",470,18.541,"4,167,880,570",1.500
헬릭스미스,084990,2021,12,기타서비스,0.5,-,500,"34,265,714",-,-,-,-
현대건설,000720,2021,12,건설업,1.63,-,"5,000","111,355,765",600,12.176,"67,499,009,450",1.300
현대건설기계,267270,2021,12,기계,0.76,-,"5,000","19,700,793","1,200",18.087,"22,868,395,200",2.980
현대공업,170030,2021,12,운송장비·부품,0.36,-,500,"15,340,000",132,15.869,"2,001,101,520",1.630
현대그린푸드,005440,2021,12,유통업,1.59,-,500,"97,704,482",210,44.351,"18,334,454,670",2.450
현대글로비스,086280,2021,12,운수창고업,0.4,-,500,"37,500,000","3,800",18.195,"142,500,000,000",2.200
현대두산인프라코어,042670,2021,12,기계,0.76,-,"1,000","197,434,563",-,-,-,-
현대로템,064350,2021,12,운수장비,1.02,-,"5,000","109,142,293",-,-,-,-
현대리바트,079430,2021,12,-,-,-,"1,000","20,535,282",100,14.905,"2,011,420,200",0.680
현대모비스,012330,2021,12,운수장비,1.02,-,"5,000","94,573,094","4,000",15.447,"364,930,265,700",1.600
현대무벡스,319400,2021,12,기계·장비,0.53,-,100,"105,102,324",30,38.778,"3,153,069,720",1.000
현대미포조선,010620,2021,12,운수장비,1.02,-,"5,000","39,942,149",-,-,-,-
현대바이오,048410,2021,12,화학,0.41,-,500,"38,659,722",-,-,-,-
현대바이오랜드,052260,2021,12,화학,0.41,-,500,"15,000,000",70,-8.985,"1,050,000,000",0.400
현대백화점,069960,2021,12,유통업,1.59,-,"5,000","23,402,441","1,100",10.301,"24,040,704,600",1.500
현대비앤지스틸,004560,2021,12,철강금속,2.09,-,"5,000","15,078,811",100,2.184,"1,524,358,900",0.580
현대약품,004310,2021,11,의약품,0.12,-,500,"32,000,000",30,-26.358 *,"836,350,860",0.600
현대에너지솔루션,322000,2021,12,전기전자,2.7,-,"5,000","11,200,000",-,-,-,-
현대에버다임,041440,2021,12,기계·장비,0.53,-,500,"17,915,944",-,-,-,-
현대에이치티,039010,2021,12,통신장비,0.28,-,500,"8,625,000",350,31.085 *,"2,809,734,900",3.600
현대엘리베이터,017800,2021,12,기계,0.76,-,"5,000","40,815,191",800,29.064,"32,652,152,800",1.900
현대오토에버,307950,2021,12,서비스업,0.43,-,500,"27,423,982",700,26.897,"19,196,181,200",0.500
현대위아,011210,2021,12,운수장비,1.02,-,"5,000","27,195,083",700,33.160,"18,593,210,300",0.900
현대이지웰,090850,2021,12,기타서비스,0.5,-,500,"23,746,361",70,10.798 *,"1,662,245,270",0.660
