,cor_name,sales,profit,shares_to_pub,sub_rate,cor_rate,obligation,score,sum,t_score,market_type,listed_date,current_price,offer_price,h_exp_offer_price,l_exp_offer_price,target,st_price,end_price,search_amt,Trend
350,로지시스,32026,1745,1.0,396.82,345.68,13.28,-1,17,-0.059,0,20150729,-,2500,2000,2500,5430,4180,67.2,0.0264089456869009,0.6
351,파마리서치프로덕트,24765,8838,1.0,561.0,728.06,57.9,1,29,0.034,0,20150724,-,55000,40000,47000,114500,110000,100.0,0.0264089456869009,0.5
352,펩트론,3103,-2059,1.0,1093.01,699.59,67.4,5,29,0.172,0,20150722,-,16000,9000,12000,41600,32000,100.0,0.0264089456869009,0.33
353,민앤지,17677,5284,1.0,1107.81,728.82,45.4,-2,36,-0.0559999999999999,0,20150630,-,28000,21200,24000,44850,56000,100.0,0.0264089456869009,0.8
354,동운아나텍,44453,5747,1.0,47.76,101.68,7.08,3,33,0.091,0,20150630,-,10000,10000,12000,12800,12500,25.0,0.0264089456869009,0.83
355,유테크,51362,4185,1.0,21.14,351.1,8.59,0,18,0.0,0,20150630,-,9000,8000,9000,10850,12550,39.44,0.0264089456869009,0.82
356,코아스템,12988,-6325,1.0,751.91,868.62,41.74,0,37,0.0,0,20150626,-,16000,10800,13200,41600,32000,100.0,0.0264089456869009,0.71
357,에스엔텍,32465,3473,1.0,22.9,189.14,19.88,6,16,0.375,0,20150626,-,6500,5600,6300,13000,10000,53.85,0.0264089456869009,0.75
358,세미콘라이트,48137,6246,1.0,143.52,187.7,4.5,9,23,0.391,0,20150625,-,11300,11300,13700,14950,11500,1.77,0.0264089456869009,0.67
359,싸이맥스,54714,5993,1.0,178.03,238.72,2.93,1,24,0.042,0,20150617,-,16300,14300,16300,14000,15200,-6.75,0.0264089456869009,0.67
360,픽셀플러스,123937,20127,1.0,68.09,131.67,2.25,-2,29,-0.069,0,20150612,-,30000,33000,37000,29000,27000,-10.0,0.0264089456869009,1.0
361,제노포커스,2195,112,1.0,1206.75,842.79,41.12,1,37,0.027,0,20150529,-,11000,8000,9000,25300,22000,100.0,0.0264089456869009,1.0
362,유지인트,43378,4884,1.0,857.34,643.7,27.15,1,25,0.04,0,20150413,-,15000,12400,14000,24800,29150,94.33,0.0264089456869009,0.67
363,넥스트엔터테인먼트월드,122061,12028,1.0,33.55,214.69,9.59,1,51,0.02,0,20141223,-,16300,12700,16300,18150,15800,-3.07,0.0264089456869009,0.74
364,아스트,60885,-6517,1.0,4.11,74.59,5.74,-6,45,-0.133,0,20141224,-,9500,7000,10000,9000,8550,-10.0,0.0264089456869009,0.71
365,휴메딕스,23544,9137,1.0,571.55,688.8,35.18,-2,32,-0.062,0,20141226,-,28000,22700,25500,39200,43600,55.71,0.0264089456869009,0.7
366,하이로닉,13420,3096,1.0,219.96,500.56,22.7,-7,57,-0.123,0,20141217,-,51000,43000,47400,73300,63800,25.1,0.0264089456869009,0.7
367,에이디테크놀로지,42419,3042,1.0,12.4,33.19,7.53,0,19,0.0,0,20141216,-,15000,16000,18000,14000,13500,-10.0,0.0264089456869009,0.69
368,알테오젠,5527,1606,1.0,564.78,409.2,14.4,1,33,0.03,0,20141212,-,26000,23000,26000,21500,25150,-3.27,0.0264089456869009,0.71
369,비씨월드제약,30375,3454,1.0,681.0,356.75,26.6,6,38,0.158,0,20141215,-,15700,12000,15700,17550,18100,15.29,0.0264089456869009,0.67
370,에프엔씨엔터테인먼트,24838,1691,1.0,577.37,185.35,9.91,7,40,0.175,0,20141204,-,28000,24000,28000,27600,25200,-10.0,0.0264089456869009,0.82
371,텔콘,46462,8207,1.0,482.06,162.88,5.53,1,14,0.071,0,20141124,-,14500,12500,14500,11750,13800,-4.83,0.0264089456869009,1.0
372,디에이테크놀로지,28863,2081,1.0,488.77,55.28,1.81,3,16,0.188,0,20141119,-,6600,6600,8500,6630,7800,18.18,0.0264089456869009,1.0
373,파티게임즈,27040,8748,1.0,735.99,224.12,24.62,4,57,0.07,0,20141121,-,13000,10500,13000,29900,26000,100.0,0.0264089456869009,1.0
374,테고사이언스,6307,1596,1.0,622.14,591.09,30.5,0,20,0.0,0,20141106,-,13500,10500,12500,31050,27000,100.0,0.0264089456869009,1.0
375,슈피겐코리아,54240,9495,1.0,360.12,255.6,30.86,5,38,0.132,0,20141105,-,27500,22500,27500,42650,37100,34.91,0.0264089456869009,1.0
376,데브시스터즈,61303,22326,1.0,285.28,651.66,29.98,-6,49,-0.122,0,20141006,-,53000,43000,50000,61000,71000,33.96,0.0264089456869009,0.7
377,신화콘텍,51059,6446,1.0,99.3,441.99,10.37,5,24,0.208,0,20140808,-,9100,8100,9100,7100,8190,-10.0,0.0264089456869009,0.75
378,덕신하우징,104434,11718,1.0,899.07,650.72,59.86,12,41,0.293,0,20140801,-,13000,9600,11000,20950,21650,66.54,0.0264089456869009,0.8
379,창해에탄올,69032,14887,1.0,675.79,578.2,59.5,6,38,0.158,0,20140730,-,8300,6000,6900,14600,16600,100.0,0.0264089456869009,0.75
380,윈하이텍,57400,7122,1.0,589.58,444.1,55.6,12,45,0.267,0,20140725,-,8300,6600,7500,15250,13300,60.24,0.0264089456869009,0.67
