,cor_name,market_type,listed_date,offer_price,sicho_p,profit_percent
912,씨유메디칼시스템,kosdaq,20111215,12000,16000,33.33%
913,사파이어테크놀로지,kosdaq,20111205,65000,58500,-10%
914,넥스트리밍,kosdaq,20111202,6000,5400,-10%
915,티브이로직,kosdaq,20111201,12000,10850,-9.58%
916,에스에프씨,kosdaq,20111130,14000,12600,-10%
917,신진에스엠,kosdaq,20111128,15000,15000,0%
918,이엠넷,kosdaq,20111125,6400,11400,78.13%
919,와이지엔터테인먼트,kosdaq,20111123,34000,68000,100%
920,쎄미시스코,kosdaq,20111118,9500,11100,16.84%
921,아이테스트,kosdaq,20111111,2400,2690,12.08%
922,테크윙,kosdaq,20111110,23000,30000,30.43%
923,신흥기계,kosdaq,20111108,8500,16000,88.24%
924,씨큐브,kosdaq,20111108,5750,7000,21.74%
925,씨엔플러스,kosdaq,20111102,11500,15200,32.17%
926,테라세미콘,kosdaq,20111101,13500,23800,76.3%
927,케이맥,kosdaq,20111025,14500,24750,70.69%
928,로보스타,kosdaq,20111017,5800,7800,34.48%
929,넥솔론(유가),kospi,20111014,4000,6000,50%
930,대한과학,kosdaq,20111011,3000,5010,67%
931,피앤이솔루션,kosdaq,20110927,8000,8110,1.38%
932,화진,kosdaq,20110810,4300,6330,47.21%
933,제이씨케미칼,kosdaq,20110808,7200,10300,43.06%
934,아이씨디,kosdaq,20110805,34000,62800,84.71%
935,제닉,kosdaq,20110803,22000,35600,61.82%
936,경봉,kosdaq,20110729,7100,10900,53.52%
937,삼원강재(유가),kospi,20110722,4000,8000,100%
938,상아프론테크,kosdaq,20110721,6000,7680,28%
939,신세계인터내셔날(유가),kospi,20110714,65000,103000,58.46%
940,나이벡,kosdaq,20110713,10000,15000,50%
941,옵티시스,kosdaq,20110712,7600,11000,44.74%
942,대양전기공업,kosdaq,20110708,9000,11200,24.44%
943,한국항공우주산업(유가),kospi,20110630,15500,19300,24.52%
944,하이마트(유가),kospi,20110629,59000,53100,-10%
945,탑금속,kosdaq,20110624,6500,8120,24.92%
946,엠케이트렌드(유가),kospi,20110621,11000,15500,40.91%
947,쓰리피시스템,kosdaq,20110617,5800,5800,0%
948,코오롱플라스틱(유가),kospi,20110615,4300,6900,60.47%
949,리켐,kosdaq,20110614,14000,18200,30%
950,넥스트아이,kosdaq,20110614,10000,9000,-10%
951,완리인터내셔널홀딩스,kosdaq,20110613,4100,3850,-6.1%
952,KT스카이라이프(유가),kospi,20110603,17000,17500,2.94%
953,엘티에스,kosdaq,20110602,34000,30600,-10%
954,세아특수강(유가),kospi,20110601,28000,32500,16.07%
955,케이엠에이치,kosdaq,20110525,9500,8550,-10%
956,골프존,kosdaq,20110520,85000,94400,11.06%
957,한국종합기술(유가),kospi,20110428,7100,9300,30.99%
958,이퓨쳐,kosdaq,20110427,6400,12800,100%
959,티케이케미칼,kosdaq,20110426,5000,4850,-3%
960,일진머티리얼즈(유가),kospi,20110304,15800,15300,-3.16%
961,부스타,kosdaq,20110223,4200,3780,-10%
962,현대위아(유가),kospi,20110221,65000,76500,17.69%
963,나노신소재,kosdaq,20110209,17000,17550,3.24%
964,케이아이엔엑스,kosdaq,20110208,8000,8000,0%
965,티피씨,kosdaq,20110208,5200,7000,34.62%
966,엘비세미콘,kosdaq,20110131,4700,4650,-1.06%
967,제이엔케이히터,kosdaq,20110131,13600,12250,-9.93%
968,딜리,kosdaq,20110131,8000,7600,-5%
969,블루콤,kosdaq,20110126,12000,18850,57.08%
970,인트론바이오테크놀로지,kosdaq,20110126,6100,12200,100%
971,중국고섬공고(유가),kospi,20110125,7000,6300,-10%
972,씨그널정보통신,kosdaq,20110124,8500,17000,100%
973,다나와,kosdaq,20110124,14000,25800,84.29%
974,인텍플러스,kosdaq,20110105,7000,14000,100%
975,티에스이,kosdaq,20110105,45000,66600,48%
976,KB게임(KB스팩),kosdaq,20110105,2500,2700,8%
977,두산엔진(유가),kospi,20110104,19300,22350,15.8%
978,액트,kosdaq,20101227,2700,2430,-10%
979,대구도시가스(유가),kospi,20101224,5400,5560,2.96%
980,현대HCN(유가),kospi,20101223,3800,3420,-10%
981,IBKS스마트스팩,kosdaq,20101222,1000,990,-1%
982,대정화금,kosdaq,20101220,9200,13100,42.39%
983,케이티스(구.한국인포서비스)(유가),kospi,20101217,2700,2920,8.15%
984,한전산업개발(유가),kospi,20101216,5500,5490,-0.18%
985,동부티에스블랙펄스팩,kosdaq,20101208,2000,1970,-1.5%
986,하이제1호스팩,kosdaq,20101203,4000,4060,1.5%
987,세우테크,kosdaq,20101201,5500,6500,18.18%
988,코라오홀딩스(유가),kospi,20101130,4800,7300,52.08%
989,대구방송,kosdaq,20101129,7500,7100,-5.33%
990,케이티롤,kosdaq,20101126,6800,8210,20.74%
991,시그네틱스,kosdaq,20101126,2600,2700,3.85%
992,한국전자인증,kosdaq,20101119,1600,1800,12.5%
993,코프라,kosdaq,20101112,7000,14000,100%
994,디케이락,kosdaq,20101112,7500,7480,-0.27%
995,하나그린스팩1호,kosdaq,20101110,4000,4210,5.25%
996,아나패스,kosdaq,20101105,52000,54400,4.62%
997,삼본정밀전자,kosdaq,20101105,8800,9300,5.68%
998,케이엔엔,kosdaq,20101103,9000,8800,-2.22%
999,부국퓨쳐스타즈스팩,kosdaq,20101029,2000,2300,15%
1000,아이텍반도체,kosdaq,20101026,9100,9150,0.55%
1001,누리플랜,kosdaq,20101026,5500,8400,52.73%
1002,인화정공,kosdaq,20101022,26000,30200,16.15%
1003,코렌,kosdaq,20101022,5800,6300,8.62%
1004,아이씨코리아,kosdaq,20101019,2800,4500,60.71%
1005,키움제1호스팩,kosdaq,20101005,2000,2100,5%
1006,휠라코리아(유가),kospi,20100928,35000,70000,100%
1007,포메탈,kosdaq,20100917,6000,5710,-4.83%
1008,알파칩스,kosdaq,20100917,12000,15500,29.17%
1009,케이티씨에스(구.한국인포데이타(유가),kospi,20100916,2600,3055,17.5%
1010,성융광전투자,kosdaq,20100915,2800,2920,4.29%
1011,다원시스,kosdaq,20100914,11000,11300,2.73%
1012,현대홈쇼핑(유가),kospi,20100913,90000,124500,38.33%
1013,이트레이드1호스팩,kosdaq,20100910,2000,2005,0.25%
1014,씨젠,kosdaq,20100910,30500,27450,-10%
1015,와이솔,kosdaq,20100910,8000,7200,-10%
1016,에이치엠씨아이비1호스팩,kosdaq,20100831,2000,2120,6%
1017,교보케이티비스팩,kosdaq,20100827,4000,3950,-1.25%
1018,에스비아이앤솔로몬드림스팩,kosdaq,20100824,1250,1235,-1.2%
1019,대신증권그로쓰알파,kosdaq,20100824,2000,1990,-0.5%
1020,한국투자신성장1호스팩,kosdaq,20100824,2200,2210,0.45%
1021,도화종합기술공사(유가),kospi,20100812,22000,19800,-10%
1022,엠에스오토텍,kosdaq,20100806,5500,11000,100%
1023,이글루시큐리티,kosdaq,20100804,14000,12600,-10%
1024,아이마켓코리아(유가),kospi,20100730,15300,22100,44.44%
1025,인터로조,kosdaq,20100728,12000,10800,-10%
1026,하이텍팜,kosdaq,20100728,11500,16200,40.87%
1027,우진(유가),kospi,20100726,15000,30000,100%
1028,웨이포트(홍콩),kosdaq,20100723,1400,1395,-0.36%
1029,크루셜텍,kosdaq,20100721,23500,31900,35.74%
1030,에스디시스템,kosdaq,20100716,14800,17500,18.24%
1031,한화스팩1호,kosdaq,20100709,5000,4960,-0.8%
1032,신영증권스팩1호,kosdaq,20100702,1000,1065,6.5%
1033,웅진에너지(유가),kospi,20100630,9500,12000,26.32%
1034,유비벨록스,kosdaq,20100618,11000,12250,11.36%
1035,처음앤씨,kosdaq,20100618,13000,12100,-6.92%
1036,케이엔디티앤아이,kosdaq,20100615,8500,11000,29.41%
1037,히든챔피언제1호스팩,kosdaq,20100611,2000,1960,-2%
1038,이연제약(유가),kospi,20100610,16500,16500,0%
1039,솔라시아,kosdaq,20100609,5000,9500,90%
1040,실리콘웍스,kosdaq,20100608,67000,66900,-0.15%
1041,투비소프트,kosdaq,20100601,8000,16000,100%
1042,인피니트헬스케어(구.인피니트테,kosdaq,20100526,5200,5940,14.23%
1043,신한제1호스팩,kosdaq,20100525,5000,4500,-10%
1044,모바일리더,kosdaq,20100525,15000,21000,40%
1045,만도(유가),kospi,20100519,83000,97000,16.87%
1046,삼성생명(유가),kospi,20100512,110000,119500,8.64%
1047,우리스팩1호(유가),kospi,20100511,10000,10500,5%
1048,동아체육용품유한공사,kosdaq,20100423,5000,4500,-10%
1049,뉴프라이드,kosdaq,20100421,7500,15000,100%
1050,케이씨에스,kosdaq,20100414,1600,3200,100%
1051,차이나킹하이웨이,kosdaq,20100331,3700,4100,10.81%
1052,디지탈아리아,kosdaq,20100326,11000,22000,100%
1053,동양밸류오션SPAC(유가),kospi,20100325,10000,15000,50%
1054,현대드림투게더,kosdaq,20100319,6000,6800,13.33%
1055,대한생명보험(유가),kospi,20100317,8200,8700,6.1%
1056,미래에셋스팩1호,kosdaq,20100312,1500,1540,2.67%
1057,대우증권그린코리아SPAC(유가),kospi,20100303,3500,3705,5.86%
1058,이미지스테크놀로지,kosdaq,20100226,6000,6000,0%
1059,하이소닉,kosdaq,20100209,13000,14200,9.23%
1060,인포바인,kosdaq,20100209,33000,36000,9.09%
1061,차이나하오란리사이클링,kosdaq,20100205,4700,4350,-7.45%
1062,에스이티아이,kosdaq,20100204,17500,15750,-10%
1063,모베이스,kosdaq,20100204,13200,17000,28.79%
1064,에이치디시에스,kosdaq,20100202,15000,18500,23.33%
1065,지역난방공사(유가),kospi,20100129,45000,90000,100%
1066,락앤락(유가),kospi,20100128,15700,20000,27.39%
1067,우리넷,kosdaq,20100127,6700,9900,47.76%
1068,스타플렉스,kosdaq,20100127,15000,15700,4.67%
1069,아세아텍,kosdaq,20100126,4100,3985,-2.8%
1070,영흥철강(유가),kospi,20100125,12000,12400,3.33%
1071,우노앤컴퍼니,kosdaq,20100115,6500,5850,-10%
1072,승화엘엠씨,kosdaq,20100106,6700,8800,31.34%
1073,코디에스,kosdaq,20100105,6000,9300,55%
1074,글로벌에스엠테크리미티드,kosdaq,20091223,3200,3710,15.94%
1075,KPX라이프사이언스,kosdaq,20091222,6200,7600,22.58%
1076,동양피엔에프,kosdaq,20091222,12000,17000,41.67%
1077,아이티엑스시큐리티,kosdaq,20091222,6000,7400,23.33%
1078,위메이드엔터테인먼트,kosdaq,20091218,62000,57000,-8.06%
1079,멜파스,kosdaq,20091218,43200,45000,4.17%
